,词语,情感分类,得分
15670,神郁气悴,NB,-5.0
15671,尸禄素餐,NN,-5.0
15672,失张失志,NI,-5.0
15673,失精落彩,NJ,-5.0
15674,古董,NN,-5.0
15675,故纸堆,NN,-1.0
15676,官话,NN,-2.0
15677,褪套儿,ND,-5.0
15678,托马斯主义,NN,-5.0
15679,脱帽,PD,0.0
15680,玩儿完,NB,-5.0
15681,亡国,NB,-5.0
15682,忘形,NN,-5.0
15683,微词,NN,-5.0
15684,局高蹐厚,NC,-7.0
15685,踽踽凉凉,NB,7.0
15686,钜人长德,PD,9.0
15687,捐身徇义,PH,9.0
15688,卷席而葬,NB,-7.0
15689,决疣溃痈,NN,-9.0
15690,觉人觉世,NJ,-1.0
15691,君子一言，快马一鞭,PH,7.0
15692,峻宇彫墙,PH,3.0
15693,开来继往,PH,3.0
15694,开路先锋,PH,3.0
15695,侃侃訚訚,PE,7.0
15696,可泣可歌,PH,9.0
15697,刻骨崩心,ND,-9.0
15698,孔武有力,PH,7.0
15699,口耳相传,NN,-5.0
15700,口直心快,PH,7.0
15701,叩心泣血,NB,-9.0
15702,枯木死灰,NB,9.0
15703,枯骨生肉,PH,7.0
15704,刳心雕肾,PB,9.0
15705,夸父追日,PH,9.0
15706,快心满意,PA,9.0
15707,宽怀大度,PH,9.0
15708,狂三诈四,NN,-7.0
15709,岿然不动,PH,5.0
15710,廓达大度,PH,7.0
15711,来者不善，善者不来,NI,-7.0
15712,揽辔澄清,PG,5.0
15713,狼子兽心,NN,-7.0
15714,狼突豕窜,ND,-7.0
15715,狼餐虎噬,NN,-7.0
15716,狼顾麕惊,NC,-9.0
15717,劳身焦思,NJ,-3.0
15718,乐而不荒,PH,5.0
15719,乐昌分镜,NB,-7.0
15720,乐极悲生,NB,-5.0
15721,乐道遗荣,PB,5.0
15722,雷令风行,PH,5.0
15723,磊落豪横,PH,5.0
15724,冷窗冻壁,NB,-3.0
15725,离世遁上,PH,7.0
15726,离乡别土,NB,-9.0
15727,离鸾别鹤,NB,-5.0
15728,鲤鱼跳龙门,PA,7.0
15729,历精更始,PH,5.0
15730,沥胆抽肠,PG,7.0
15731,俐齿伶牙,PH,7.0
15732,连更星夜,PH,3.0
15733,连枝带叶,PH,7.0
15734,连宵达旦,NB,-5.0
15735,连篇累帧,NN,-3.0
15736,怜我怜卿,PB,7.0
15737,敛手屏足,NC,-5.0
15738,脸红筋暴,NI,-7.0
15739,量枘制凿,PH,5.0
15740,两肩荷口,NN,-7.0
15741,两头三绪,NN,-5.0
15742,辽东豕,NN,-5.0
15743,守口如瓶,PH,7.0
15744,富贵浮云,NN,5.0
15745,一介不取,PH,7.0
15746,以义割恩,PH,7.0
15747,行不由径,PH,7.0
15748,落落难合,NB,-5.0
15749,幼学壮行,PH,7.0
15750,倾耳而听,PH,7.0
15751,手足重茧,NB,-5.0
15752,前仆后继,PH,7.0
15753,以一当十,PH,7.0
15754,猪突豨勇,NN,-5.0
15755,死不足惜,ND,-7.0
15756,布衣蔬食,PH,7.0
15757,既来之，则安之,PE,7.0
15758,仁言利博,PH,7.0
15759,软玉温香,PH,7.0
15760,人弃我取,NB,-5.0
15761,齐心协力,PG,5.0
15762,抑强扶弱,PH,7.0
15763,天下一家,PE,5.0
15764,锦心绣肠,PH,7.0
15765,莫测高深,NL,5.0
15766,升堂入室,PH,7.0
15767,直谅多闻,PH,7.0
15768,博洽多闻,PH,7.0
15769,深思远虑,PH,7.0
15770,曾经沧海,NB,-7.0
15771,不以为耻,NN,-7.0
15772,威信扫地,NN,-5.0
15773,长袖善舞,NN,-7.0
15774,同恶相求,NN,-7.0
15775,怀春,PB,0.0
15776,黄灿灿,PH,0.0
15777,簧舌,NN,-5.0
15778,回禄,NB,0.0
15779,浑蛋,NN,-5.0
15780,见危致命,PH,5.0
15781,见风是雨,NN,-5.0
15782,见溺不救,NN,5.0
15783,见弹求鹗,NN,-5.0
15784,建瓴高屋,PH,7.0
15785,渐入佳境,PH,5.0
15786,江山易改，秉性难移,NN,-5.0
15787,江湖骗子,NN,-5.0
15788,讲文张字,PH,5.0
15789,降颜屈体,NN,5.0
15790,娇鸾雏凤,PH,5.0
15791,骄奢淫泆,NN,-5.0
15792,焦眉愁眼,NE,-5.0
15793,角巾私第,PH,-5.0
15794,较若画一,PH,5.0
15795,衔华佩实,PH,7.0
15796,洁身自守,PH,5.0
15797,桀傲不驯,NN,-5.0
15798,截发剉稾,PH,5.0
15799,解衣般礴,PH,5.0
15800,借交报仇,NN,-5.0
15801,今日有酒今日醉,NN,5.0
15802,金丹换骨,PH,9.0
15803,金石交情,PH,5.0
15804,金相玉映,PH,5.0
15805,金瓶落井,NJ,-5.0
15806,金台市骏,PH,5.0
15807,金浆玉醴,PH,5.0
15808,金镳玉络,PH,5.0
15809,锦心绣腹,PH,5.0
15810,锦绣肝肠,PH,5.0
15811,进可替不,PH,5.0
15812,进退失措,NI,-5.0
15813,进退狐疑,NE,-5.0
15814,进退无途,NE,-5.0
15815,进退维艰,NE,-5.0
15816,进善黜恶,PH,3.0
15817,进贤任能,PH,5.0
15818,进贤兴功,PH,5.0
15819,祲威盛容,PH,5.0
15820,惊才绝艳,PH,5.0
15821,惊心丧魄,NC,-5.0
15822,惊心骇瞩,PC,0.0
15823,惊采绝艳,PH,5.0
15824,惊慌无措,NI,-5.0
15825,惊愚骇俗,PC,0.0
15826,井井有绪,PH,5.0
15827,景星凤皇,PH,5.0
15828,胫大於股,NN,-5.0
15829,敬谢不敏,PH,5.0
15830,镜圆璧合,PE,5.0
15831,鸠夺鹊巢,NN,-5.0
15832,九衢三市,PH,5.0
15833,酒食徵逐,NN,-5.0
15834,救灾恤患,PH,5.0
15835,救黥医劓,PH,5.0
15836,居利思义,NN,-5.0
15837,志得气盈,PE,5.0
15838,质伛影曲,NB,-5.0
15839,栉比鳞臻,PB,0.0
15840,掷地赋声,PD,5.0
15841,智小谋大,NL,-7.0
15842,中外合璧,PE,0.0
15843,中流击楫,PE,5.0
15844,钟鼎之家,NK,0.0
15845,螽斯衍庆,PE,5.0
15846,众口纷纭,NL,0.0
15847,众人国士,PE,0.0
15848,重气狥名,PB,5.0
15849,重财轻义,NN,-7.0
15850,周穷卹匮,PH,5.0
15851,昼日三接,PB,5.0
15852,骤不及防,NI,-5.0
15853,朱楼绮户,PB,7.0
15854,诛求无度,ND,-7.0
15855,珠连璧合,PA,5.0
15856,珠歌翠舞,PB,5.0
15857,铢两相称,PG,0.0
15858,铢积锱累,PD,5.0
15859,逐字逐句,PD,5.0
15860,逐鹿中原,PD,5.0
15861,劚山觅玉,PD,7.0
15862,拄笏看山,PE,7.0
15863,助桀为恶,ND,-7.0
15864,柱天踏地,PH,7.0
15865,祝鲠祝饐,PD,7.0
15866,抓乖卖俏,ND,-7.0
15867,拽巷逻街,NC,0.0
15868,转败为成,PA,5.0
15869,壮气凌云,PH,7.0
15870,追风逐影,PH,7.0
15871,追根问底,NL,0.0
15872,追远慎终,PD,7.0
15873,坠溷飘茵,NL,-5.0
15874,拙嘴笨腮,NN,-5.0
15875,捉衿见肘,NG,-7.0
15876,灼见真知,PD,5.0
15877,酌水知源,PH,5.0
15878,酌盈注虚,PE,0.0
15879,孜孜无怠,PH,5.0
15880,锱铢较量,NN,-7.0
15881,邹衍谈天,PH,7.0
15882,足足有余,PA,5.0
15883,足踏实地,PE,5.0
15884,祖龙之虐,ND,-7.0
15885,钻穴逾隙,ND,-5.0
15886,钻隙逾墙,ND,-5.0
15887,醉死梦生,NN,-7.0
15888,遵而不失,PE,0.0
15889,樽前月下,PE,5.0
15890,左建外易,NN,-5.0
15891,左图右书,PH,7.0
15892,作舍道边,NN,-5.0
15893,坐上琴心,PB,5.0
15894,坐失机宜,NJ,-5.0
15895,坐卧不安,NI,0.0
15896,坐运筹策,PE,7.0
15897,坐筹帷幄,PE,7.0
15898,做鬼做神,NN,-5.0
15899,凿柱取书,PD,0.0
15900,哀告,NB,0.0
15901,爱美的,PA,0.0
15902,安厝,NB,0.0
15903,谙练,PH,5.0
15904,乱坟岗,NC,-4.0
15905,麻痹,NN,-4.0
15906,为虎傅翼,PA,7.0
15907,孤恩负德,NN,-7.0
15908,如蚁附膻,NN,-9.0
15909,撒娇撤痴,ND,-5.0
15910,贼喊捉贼,ND,-5.0
15911,横眉竖眼,NN,-5.0
15912,为富不仁,NN,-7.0
15913,离经叛道,NN,-5.0
15914,退有后言,ND,-5.0
15915,虚词诡说,ND,-9.0
15916,言行相诡,ND,-9.0
15917,矜功自伐,NN,-9.0
15918,煞有介事,NN,-9.0
15919,耀武扬威,NN,-9.0
15920,贪多务得,NN,-7.0
15921,欲望难填,NN,-9.0
15922,卖李钻核,NN,-9.0
15923,有利可图,PG,-5.0
15924,数米量柴,NN,-9.0
15925,游闲公子,ND,-9.0
15926,无精汀采,NB,-5.0
15927,无影无踪,NJ,-5.0
15928,偏信则暗,ND,-5.0
15929,结驷连骑,NN,-9.0
15930,食不厌精，脍不厌细,NN,-9.0
15931,同气相求,NN,-9.0
15932,驷马不追,PH,7.0
15933,俟河之清,NJ,-9.0
15934,松筠之节,PH,9.0
15935,送抱推襟,PD,9.0
15936,颂古非今,NN,0.0
15937,搜岩采幹,PD,7.0
15938,夙兴夜处,PH,9.0
15939,隋珠荆璧,PH,9.0
15940,随行就市,PH,5.0
15941,随波逐尘,NN,-7.0
15942,随时随地,PH,9.0
15943,随机应变,PH,9.0
15944,岁寒松柏,PH,9.0
15945,碎尸万段,ND,-9.0
15946,碎首糜躯,PH,0.0
15947,损之又损,NN,-9.0
15948,踏破铁鞋,PB,9.0
15949,泰山磐石,PH,7.0
15950,贪生畏死,NN,-9.0
15951,贪财好色,NN,-7.0
15952,谈天论地,PH,7.0
15953,谈笑封侯,PH,9.0
15954,檀郎谢女,PH,7.0
15955,探头探脑,NN,-3.0
15956,堂哉皇哉,PH,7.0
15957,滔滔不断,PH,7.0
15958,饕风虐雪,NN,-3.0
15959,桃李不言，下自成行,PH,7.0
15960,桃来李答,PH,5.0
15961,讨是寻非,ND,-7.0
15962,梯山栈谷,PH,7.0
15963,体大思精,PH,7.0
15964,逷听远闻,PH,9.0
15965,殢云尤雨,PB,0.0
15966,天下乌鸦一般黑,ND,-9.0
15967,天打雷劈,ND,-9.0
15968,天年不测,NB,-7.0
15969,天高皇帝远,NN,-7.0
15970,天假其年,PH,9.0
15971,天经地纬,PH,9.0
15972,添枝接叶,NN,-7.0
15973,恬不知羞,NN,-7.0
15974,挑三豁四,NN,-7.0
15975,条入叶贯,PH,9.0
15976,铁石心肝,PH,0.0
15977,铁砚磨穿,PH,9.0
15978,铁树开华,PC,9.0
15979,挺胸凸肚,NN,-7.0
15980,通今达古,PH,9.0
15981,通幽洞微,PH,7.0
15982,通时达变,PH,7.0
15983,通变达权,PH,7.0
15984,同心一意,PH,7.0
15985,同心协济,PH,7.0
15986,同休等戚,PH,7.0
15987,同敝相济,ND,-7.0
15988,同忧相救,PH,7.0
15989,同声相应,PB,9.0
15990,铜脣铁舌,PH,9.0
15991,偷合苟从,NN,-7.0
15992,头上安头,NN,-7.0
15993,头昏脑胀,NE,0.0
15994,头痒搔跟,NN,-7.0
15995,头晕目眩,NE,0.0
15996,投畀豺虎,ND,-9.0
15997,东箭南金,PH,7.0
15998,动人心魄,PC,0.0
15999,斗而铸锥,NN,-5.0
16000,豆萁相煎,NN,-5.0
16001,毒泷恶雾,NN,-7.0
16002,独是独非,NN,-5.0
16003,杜口绝言,NC,0.0
16004,度日如岁,NE,0.0
16005,断蛟刺虎,PH,7.0
16006,对症发药,PH,5.0
16007,顿挫抑扬,PH,5.0
16008,多凶少吉,NE,0.0
16009,多谋善虑,PH,7.0
16010,阿意取容,NN,-3.0
16011,额蹙心痛,NB,0.0
16012,恶声恶气,NN,-5.0
16013,儿女心肠,PH,5.0
16014,发短心长,PH,5.0
16015,凡偶近器,NN,-5.0
16016,返邪归正,PH,5.0
16017,方桃譬李,PH,5.0
16018,放刁把滥,ND,-5.0
16019,飞灾横祸,NC,-5.0
16020,飞蛾扑火,NB,0.0
16021,非驴非马,NN,-5.0
16022,分斤拨两,ND,-5.0
16023,分贫振穷,PH,5.0
16024,焚林而畋,NN,-5.0
16025,焚琴煮鹤,NN,-7.0
16026,忿不顾身,PH,7.0
16027,丰功硕德,PH,7.0
16028,风不鸣条,PE,5.0
16029,风行水上,PH,5.0
16030,风雨如磐,ND,-5.0
16031,风木之思,NH,0.0
16032,风平波息,PE,5.0
16033,贺表,PH,3.0
16034,狠命,ND,-5.0
16035,红颜,PH,5.0
16036,候光,PH,3.0
16037,花花世界,NN,3.0
16038,低能儿,NN,-7.0
16039,敌台,,0.0
16040,嫡系,PD,5.0
16041,抵罪,ND,-5.0
16042,地主阶级,NN,-5.0
16043,掉舌,NN,-3.0
16044,暄腾,PA,0.0
16045,血案,NB,0.0
16046,血肿,NB,0.0
16047,牙龈,NB,0.0
16048,胭脂,PB,0.0
16049,苦笑,PK,0.0
16050,夸口,PH,-3.0
16051,岿然,PH,9.0
16052,郎当,NN,-5.0
16053,亏空,NN,-7.0
16054,困处,NJ,-7.0
16055,抛脸,ND,-6.0
16056,炮舰政策,PK,-5.0
16057,跑反,NC,0.0
16058,跑堂儿的,PK,0.0
16059,陪伴,PB,7.0
16060,培育,PH,7.0
16061,赔小心,NC,0.0
16062,朋友,PB,9.0
16063,碰劲儿,PK,0.0
16064,纰缪,PK,0.0
16065,皮包骨,PK,0.0
16066,貔貅,PH,6.0
16067,偏方,PK,0.0
16068,偏食,NN,-5.0
16069,骈枝,ND,-5.0
16070,飘忽,PK,0.0
16071,飘悠,PB,7.0
16072,拼命,PK,0.0
16073,品评,PK,0.0
16074,平复,PK,0.0
16075,平民,PK,0.0
16076,平顺,PE,0.0
16077,凭吊,PF,0.0
16078,凭证,PE,0.0
16079,萍踪,PK,0.0
16080,种花,PA,5.0
16081,重兵,NC,0.0
16082,重托,PG,9.0
16083,轴心国,PD,7.0
16084,竹林七贤,PH,7.0
16085,逐客令,ND,-7.0
16086,主角,PD,0.0
16087,主要矛盾,NE,0.0
16088,助兴,PB,7.0
16089,抓茬儿,ND,-7.0
16090,转托,PG,0.0
16091,妆饰,PB,7.0
16092,壮胆,NC,0.0
16093,追悼,NB,9.0
16094,追叙,PF,7.0
16095,惴惴,NC,-7.0
16096,拙荆,PD,7.0
16097,着忙,NE,7.0
16098,抢地呼天,NB,-9.0
16099,强弩之极,NJ,-7.0
16100,强文浉醋,NN,-7.0
16101,敲冰求火,NN,-6.0
16102,敲锣放砲,PA,8.0
16103,巧发奇中,PH,5.0
16104,嵚崎历落,PH,8.0
16105,沁人心腑,PA,6.0
16106,青钱学士,PH,7.0
16107,轻死重气,PH,5.0
16108,轻财好士,PH,5.0
16109,轻怜痛惜,PB,5.0
16110,清风峻节,PH,7.0
16111,情深一往,PB,5.0
16112,曲意迎合,NN,-5.0
16113,曲高和寡,PH,7.0
16114,全能全智,PH,8.0
16115,确固不拔,PH,5.0
16116,鹊巢鸠居,NN,-6.0
16117,惹事生非,NN,-4.0
16118,人心不古,NJ,-8.0
16119,人莫予毒,NN,-5.0
16120,人间重晚晴,PH,5.0
16121,刃迎缕解,PH,5.0
16122,日角珠庭,PH,5.0
16123,日落西山,NB,-3.0
16124,日丽风清,PE,5.0
16125,歉仄,NH,0.0
16126,抢白,ND,-5.0
16127,跷蹊,NL,-3.0
16128,巧劲儿,PH,5.0
16129,切磋,PH,5.0
16130,窃窃,NC,-5.0
16131,亲事,PA,0.0
16132,亲炙,PD,5.0
16133,钦迟,PH,7.0
16134,青紫,PD,0.0
16135,倾听,PD,0.0
16136,清明,PE,5.0
16137,情感,PF,0.0
16138,情人,PA,7.0
16139,情绪,NE,0.0
16140,请命,PH,7.0
16141,穷措大,NJ,0.0
16142,囚车,NC,0.0
16143,求救,NI,0.0
16144,曲折,NI,0.0
16145,取胜,PA,7.0
16146,无精打彩,NE,0.0
16147,舞文饰智,ND,-5.0
16148,析肝刿胆,PH,9.0
16149,惜指失掌,NN,-5.0
16150,嘻笑怒骂,NN,-7.0
16151,洗心涤虑,PH,5.0
16152,喜见於色,PA,7.0
16153,霞思云想,PF,0.0
16154,夏虫语冰,NN,-5.0
16155,先意承颜,NN,-7.0
16156,鲜车健马,PH,5.0
16157,闲神野鬼,NN,-3.0
16158,弦无虚发,PH,5.0
16159,衒玉自售,NN,-3.0
16160,显祖扬名,PH,5.0
16161,乡壁虚造,NN,-5.0
16162,享帚自珍,PB,0.0
16163,橡茹藿歠,NN,-5.0
16164,鸮啼鬼啸,NB,0.0
16165,小丑跳梁,NN,-7.0
16166,效死输忠,PH,7.0
16167,胁肩絫足,NC,0.0
16168,心如刀剉,NH,-5.0
16169,心花怒发,PA,9.0
16170,心神不宁,NI,-5.0
16171,心乡往之,PH,9.0
16172,心慌意急,NI,-7.0
16173,心殒胆落,NC,-9.0
16174,心凝形释,PH,7.0
16175,心惊胆寒,NC,-9.0
16176,信及豚鱼,PH,7.0
16177,兴高彩烈,PA,9.0
16178,熟谙,PK,0.0
16179,耍子,NN,-5.0
16180,良机,PH,5.0
16181,两面派,ND,5.0
16182,列强,ND,-7.0
16183,流芳,PH,5.0
16184,流血,NC,0.0
16185,丑婆子,NN,-7.0
16186,蹙蹙靡骋,NE,-5.0
16187,摧锋陷阵,PH,7.0
16188,寸土尺金,PH,7.0
16189,寸辖制轮,PH,7.0
16190,达官要人,PD,7.0
16191,打破砂锅问到底,PH,7.0
16192,打鸡骂狗,NN,-5.0
16193,大直若诎,PH,7.0
16194,大展宏图,PH,5.0
16195,大煞风景,NN,-7.0
16196,呆似木鸡,NC,-5.0
16197,带减腰围,NB,5.0
16198,戴高帽兒,NN,-5.0
16199,戴鸡佩豚,PH,5.0
16200,单忧极瘁,NB,0.0
16201,殚精极虑,PH,5.0
16202,胆小如豆,NN,-5.0
16203,胆寒发竖,NC,-9.0
16204,淡水交情,PH,5.0
16205,党同伐异,NN,-5.0
16206,岛瘦郊寒,NB,0.0
16207,倒持戈矛,NN,-5.0
16208,蹈赴汤火,PH,5.0
16209,道同契合,PG,5.0
16210,道高魔重,PD,5.0
16211,道尽涂殚,NB,0.0
16212,道听耳食,NN,-5.0
16213,得步进步,NN,-5.0
16214,德隆望尊,PD,7.0
16215,低头哈腰,NN,-5.0
16216,砥厉廉隅,PH,5.0
16217,刁钻促狭,PB,5.0
16218,雕章缛彩,PH,5.0
16219,雕虫末伎,NN,-5.0
16220,钓名要誉,NN,-5.0
16221,调嘴调舌,NN,-5.0
16222,跌荡不拘,PH,5.0
16223,顶踵捐糜,PD,5.0
16224,丢魂丢魄,NI,-7.0
16225,东抄西袭,NN,-5.0
16226,东家效颦,NN,-5.0
16227,东诓西骗,NN,-5.0
16228,逃奔,NI,-5.0
16229,逃亡,NI,-5.0
16230,讨教,PD,3.0
16231,提倡,PH,3.0
16232,天国,PE,5.0
16233,天晓得,NJ,-7.0
16234,田园,PE,7.0
16235,条理,PH,7.0
16236,跼天蹐地,NB,-5.0
16237,拒人千里,ND,-7.0
16238,距人千里,ND,-3.0
16239,捐残去杀,PH,-5.0
16240,撧耳揉腮,NI,-9.0
16241,决断如流,PH,7.0
16242,撅坑撅堑,NN,-9.0
16243,君子之接如水,PH,7.0
16244,开口见心,PH,5.0
16245,开门延盗,NN,-5.0
16246,开锣喝道,NN,-3.0
16247,慷慨悲歌,NB,-7.0
16248,克伐怨欲,NN,-3.0
16249,刻雾裁风,PH,5.0
16250,控名责实,PH,3.0
16251,口如悬河,NN,-3.0
16252,口沸目赤,NE,1.0
16253,扣壶长吟,NJ,-7.0
16254,枯本竭源,NN,-5.0
16255,枯鱼病鹤,NJ,-7.0
16256,刳胎杀夭,NN,-7.0
16257,胯下蒲伏,NN,-7.0
16258,宽仁大度,PH,9.0
16259,款学寡闻,NN,-5.0
16260,狂朋恠友,NN,-9.0
16261,溃兵游勇,NN,-7.0
16262,拉大旗作虎皮,NN,-5.0
16263,来者居上,PH,7.0
16264,烂漫天真,PH,7.0
16265,狼羊同饲,NN,-5.0
16266,狼狈周章,NI,-7.0
16267,狼嚎鬼叫,NB,-9.0
16268,浪迹萍踪,NB,-5.0
16269,劳筋苦骨,NB,-5.0
16270,乐而不厌,PB,7.0
16271,乐往哀来,NB,-7.0
16272,乐嗟苦咄,NN,-7.0
16273,乐业安居,PA,7.0
16274,雷惊电绕,PH,5.0
16275,磊落轶荡,PH,7.0
16276,离本依末,NN,-3.0
16277,离乡背土,NB,-9.0
16278,犁庭扫穴,PA,5.0
16279,力排众议,PG,1.0
16280,利灾乐祸,NN,-7.0
16281,沥胆堕肝,PG,7.0
16282,轹釜待炊,NB,-9.0
16283,连更晓夜,PH,3.0
16284,连明达夜,NB,-5.0
16285,连理分枝,NB,-7.0
16286,连篇絫牍,NN,-3.0
16287,怜贫恤老,PH,7.0
16288,敛声屏息,NC,7.0
16289,脸无人色,NC,-7.0
16290,量凿正枘,PH,5.0
16291,两面二舌,NN,-3.0
16292,量力而行,PG,3.0
16293,寥寥无几,PH,5.0
16294,爱惜羽毛,PB,5.0
16295,临深履薄,NC,-5.0
16296,饮马投钱,PH,7.0
16297,毫不利已，专门利人,PH,9.0
16298,舍己从人,PH,7.0
16299,大事不糊涂,PH,5.0
16300,超然物外,PH,9.0
16301,正义凛然,PH,7.0
16302,只争朝夕,PH,7.0
16303,引锥刺股,PH,9.0
16304,默默无言,PH,9.0
16305,杀敌致果,PH,7.0
16306,万夫不当,PH,7.0
16307,至大至刚,PH,7.0
16308,粗衣淡饭,PH,7.0
16309,食不重昧,PH,5.0
16310,绳趋尺步,PH,5.0
16311,万家生佛,PH,7.0
16312,温润而泽,PH,7.0
16313,通力合作,PG,7.0
16314,治病救人,PH,5.0
16315,同呼吸，共命运,PG,9.0
16316,心照神交,PG,7.0
16317,才貌双全,PH,7.0
16318,风华绝代,PH,9.0
16319,巧同造化,PH,9.0
16320,新硎初试,PH,7.0
16321,着手成春,PH,9.0
16322,三个臭皮匠，合成一个葛亮,PG,7.0
16323,过目成诵,PH,7.0
16324,便宜行事,NN,-3.0
16325,眉头一皱，计上心来,PE,5.0
16326,驾轻就熟,PH,7.0
16327,老成见到,PH,9.0
16328,惹草拈花,NN,-5.0
16329,貂裘换酒,,-5.0
16330,一唱一和,NN,-3.0
16331,强压,ND,-5.0
16332,悄没声儿,NC,0.0
16333,巧合,PG,0.0
16334,翘辫子,,-9.0
16335,且慢,NI,0.0
16336,亲身,PG,0.0
16337,亲政,PD,0.0
16338,侵蚀作用,NE,0.0
16339,青眼,PA,5.0
16340,倾动,PD,7.0
16341,清减,NB,0.0
16342,情调,PB,5.0
16343,情侣,PA,7.0
16344,情味,PA,5.0
16345,顷刻,NI,0.0
16346,穷愁,ND,0.0
16347,秋波,PA,0.0
16348,求婚,PA,0.0
16349,求人,NI,0.0
16350,取得,PA,0.0
16351,手重,NN,-5.0
16352,耍钱,ND,-5.0
16353,爽朗,PB,5.0
16354,无独有偶,NN,-3.0
16355,夕惕若厉,PH,9.0
16356,析律舞文,NN,-7.0
16357,犀照牛渚,PH,7.0
16358,嬉笑怒骂，皆成文章,PH,5.0
16359,洗垢求瑕,NN,-5.0
16360,隙穴之窥,PH,7.0
16361,下陵上替,NN,-5.0
16362,仙姿玉质,PH,5.0
16363,掀天斡地,PH,7.0
16364,闲愁万种,NE,0.0
16365,闲情逸趣,PE,5.0
16366,涎言涎语,NN,-7.0
16367,嫌好道恶,NN,-5.0
16368,显亲扬名,PH,5.0
16369,相待如宾,PD,5.0
16370,向若而叹,PH,5.0
16371,枭蛇鬼怪,NN,-5.0
16372,宵鱼垂化,PH,7.0
16373,小黠大痴,NN,-7.0
16374,邪门歪道,NN,-7.0
16375,心不应口,NN,-5.0
16376,心如止水,PH,5.0
16377,心服口服,PG,0.0
16378,心浮气粗,NN,-7.0
16379,心雄万夫,PH,7.0
16380,心寒胆战,NC,-9.0
16381,心满原足,PA,9.0
16382,心旷神飞,PA,9.0
16383,欣欣自得,PE,7.0
16384,兴妖作乱,ND,-7.0
16385,惺惺相惜,PB,7.0
16386,哭穷,NN,-5.0
16387,款曲,PB,7.0
16388,赖帐,NN,-7.0
16389,亏本,NB,5.0
16390,馈赠,PH,7.0
16391,披毛求疵,NN,-1.0
16392,披沥肝胆,PH,5.0
16393,片甲不回,NJ,-1.0
16394,飘樊落溷,NJ,-3.0
16395,贫嘴薄舌,ND,-5.0
16396,破柱求奸,PD,7.0
16397,剖心坼肝,PD,3.0
16398,曝骨履肠,,-7.0
16399,七贞九烈,PH,7.0
16400,欺君罔上,,-5.0
16401,其势汹汹,NN,-5.0
16402,骑鹤上扬州,NN,-5.0
16403,骑驴索句,PH,5.0
16404,乞穷俭相,NJ,-3.0
16405,气血方刚,PH,5.0
16406,气急败丧,,-7.0
16407,气断声吞,NJ,-9.0
16408,弃家荡产,NJ,-7.0
16409,弃旧怜新,NN,-7.0
16410,千人所指,NN,-9.0
16411,千羊之皮，不如一狐之腋,PD,5.0
16412,千里莼羹,PF,9.0
16413,千金一壸,PH,9.0
16414,千姿万态,PH,0.0
16415,千愁万恨,PF,0.0
16416,迁臣逐客,NN,-7.0
16417,迁善黜恶,PH,7.0
16418,谦尊而光,PD,9.0
16419,前门去虎，后门进狼,NC,0.0
16420,潜光匿曜,PD,7.0
16421,不中,NJ,-5.0
16422,裁处,NJ,-7.0
16423,残废,NC,-7.0
16424,藏掖,NN,-5.0
16425,搀扶,PH,5.0
16426,依违,PF,0.0
16427,贻害,NN,-7.0
16428,义举,PH,7.0
16429,义勇军,PH,7.0
16430,益鸟,PE,7.0
16431,应点,PD,5.0
16432,御侮,PH,7.0
16433,渊海,PH,7.0
16434,元宵节,PA,7.0
16435,原子武器,NC,-7.0
16436,援手,PH,5.0
16437,怨望,ND,-7.0
16438,月下老人,PB,7.0
16439,云冈石窟,PH,5.0
16440,运气,PA,7.0
16441,杂霸,ND,-9.0
16442,在望,PG,7.0
16443,遭遇,NB,-5.0
16444,贼脏,ND,-7.0
16445,增援,PE,7.0
16446,举手之劳,PA,7.0
16447,探囊取物,PA,7.0
16448,枕席过师,PH,7.0
16449,鼎鱼幕燕,NC,-7.0
16450,凶多吉少,NC,-9.0
16451,和气致祥,PE,5.0
16452,祸福无门,NH,-7.0
16453,山高水低,NB,-7.0
16454,陷身囹圄,NB,-7.0
16455,外强中干,NN,-7.0
16456,捷报频传,PA,9.0
16457,一举成名,PC,7.0
16458,前事不忘，后事之师,PH,7.0
16459,直木先伐,,-7.0
16460,心到神知,PH,7.0
16461,奉头鼠窜,NN,-7.0
16462,世风日下,NJ,-7.0
16463,自用则小,NN,-7.0
16464,避让贤路,PH,7.0
16465,门不停宾,PH,7.0
16466,入境问禁，入国问俗,PH,5.0
16467,扶危济困　,PH,7.0
16468,千呼万唤　,NN,-5.0
16469,守望相助　,PH,7.0
16470,备位充数　,NN,-7.0
16471,公门桃李　,PD,5.0
16472,竖子成名　,NN,-7.0
16473,英雄所见略同　,PH,7.0
16474,繁文缛节　,NE,-5.0
16475,列风淫雨,NN,-7.0
16476,月明千里,NB,-5.0
16477,深沟高垒,PH,5.0
16478,阳关大道,PA,7.0
16479,一衣带水,PH,7.0
16480,水色山光,PH,7.0
16481,月夕花朝,PA,7.0
16482,丹楹刻桷,PH,7.0
16483,一草一木,NB,-5.0
16484,敲金击石,PH,7.0
16485,剖腹藏珠,NN,-9.0
16486,团团转,NI,-7.0
16487,食少事烦,NB,-7.0
16488,民怨,ND,-5.0
16489,名流,PH,7.0
16490,名物,PH,7.0
16491,磨洋工,NN,-5.0
16492,木讷,ND,-3.0
16493,耐劳,PB,5.0
16494,仲裁,NC,0.0
16495,重活,ND,0.0
16496,重镇,PD,7.0
